numero_lista,estudiante_id,materia,trimestre,seccion,semana,dia_sesion,tema,tipo_sesion,participaciones,anio_academico
10,anon_md_2526_3_1_010,Matemáticas Discretas,2526-3,1,12,martes,0,evaluacion,0,4
10,anon_md_2526_3_1_010,Matemáticas Discretas,2526-3,1,12,jueves,0,administrativa,0,4
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,1,martes,1,contenido,0,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,1,jueves,2,contenido,0,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,2,martes,2,contenido,0,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,2,jueves,2,contenido,0,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,3,martes,2,contenido,0,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,3,jueves,2,contenido,0,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,4,martes,0,repaso,0,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,4,jueves,0,evaluacion,0,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,5,martes,3,contenido,1,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,5,jueves,3,contenido,0,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,6,martes,4,contenido,0,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,6,jueves,4,contenido,0,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,7,martes,5,contenido,0,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,7,jueves,5,contenido,0,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,8,martes,5,contenido,1,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,8,jueves,6,contenido,0,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,9,martes,6,contenido,0,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,9,jueves,0,evaluacion,0,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,10,martes,6,contenido,1,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,10,jueves,7,contenido,1,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,11,martes,8,contenido,0,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,11,jueves,0,evaluacion,0,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,12,martes,0,evaluacion,0,5
11,anon_md_2526_3_1_011,Matemáticas Discretas,2526-3,1,12,jueves,0,administrativa,0,5
12,anon_md_2526_3_1_012,Matemáticas Discretas,2526-3,1,1,martes,1,contenido,0,3
12,anon_md_2526_3_1_012,Matemáticas Discretas,2526-3,1,1,jueves,2,contenido,0,3
12,anon_md_2526_3_1_012,Matemáticas Discretas,2526-3,1,2,martes,2,contenido,1,3
12,anon_md_2526_3_1_012,Matemáticas Discretas,2526-3,1,2,jueves,2,contenido,1,3
12,anon_md_2526_3_1_012,Matemáticas Discretas,2526-3,1,3,martes,2,contenido,0,3
12,anon_md_2526_3_1_012,Matemáticas Discretas,2526-3,1,3,jueves,2,contenido,1,3
12,anon_md_2526_3_1_012,Matemáticas Discretas,2526-3,1,4,martes,0,repaso,1,3
12,anon_md_2526_3_1_012,Matemáticas Discretas,2526-3,1,4,jueves,0,evaluacion,0,3
12,anon_md_2526_3_1_012,Matemáticas Discretas,2526-3,1,5,martes,3,contenido,1,3
12,anon_md_2526_3_1_012,Matemáticas Discretas,2526-3,1,5,jueves,3,contenido,1,3
