numero_lista,estudiante_id,materia,trimestre,seccion,semana,dia_sesion,tema,tipo_sesion,participaciones,anio_academico
1,anon_118,Algoritmos y Programación,2526-3,1,1,lunes,1,contenido,1,1
1,anon_118,Algoritmos y Programación,2526-3,1,1,miercoles,1,contenido,1,1
1,anon_118,Algoritmos y Programación,2526-3,1,2,lunes,2,contenido,0,1
1,anon_118,Algoritmos y Programación,2526-3,1,2,miercoles,2,contenido,0,1
1,anon_118,Algoritmos y Programación,2526-3,1,3,lunes,3,contenido,0,1
1,anon_118,Algoritmos y Programación,2526-3,1,3,miercoles,4,contenido,0,1
1,anon_118,Algoritmos y Programación,2526-3,1,4,lunes,4,contenido,2,1
1,anon_118,Algoritmos y Programación,2526-3,1,4,miercoles,5,contenido,0,1
1,anon_118,Algoritmos y Programación,2526-3,1,5,lunes,0,repaso,0,1
1,anon_118,Algoritmos y Programación,2526-3,1,5,miercoles,0,evaluacion,0,1
1,anon_118,Algoritmos y Programación,2526-3,1,6,lunes,0,evaluacion,0,1
1,anon_118,Algoritmos y Programación,2526-3,1,6,miercoles,6,contenido,0,1
1,anon_118,Algoritmos y Programación,2526-3,1,7,lunes,7,contenido,0,1
1,anon_118,Algoritmos y Programación,2526-3,1,7,miercoles,7,contenido,0,1
1,anon_118,Algoritmos y Programación,2526-3,1,8,lunes,8,contenido,0,1
1,anon_118,Algoritmos y Programación,2526-3,1,8,miercoles,9,contenido,2,1
1,anon_118,Algoritmos y Programación,2526-3,1,9,lunes,0,repaso,2,1
1,anon_118,Algoritmos y Programación,2526-3,1,9,miercoles,0,evaluacion,0,1
1,anon_118,Algoritmos y Programación,2526-3,1,10,lunes,10,contenido,0,1
1,anon_118,Algoritmos y Programación,2526-3,1,10,miercoles,10,contenido,0,1
1,anon_118,Algoritmos y Programación,2526-3,1,11,lunes,0,evaluacion,0,1
1,anon_118,Algoritmos y Programación,2526-3,1,11,miercoles,0,sin_clase,,1
1,anon_118,Algoritmos y Programación,2526-3,1,12,lunes,0,evaluacion,0,1
1,anon_118,Algoritmos y Programación,2526-3,1,12,miercoles,0,administrativa,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,1,lunes,1,contenido,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,1,miercoles,1,contenido,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,2,lunes,2,contenido,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,2,miercoles,2,contenido,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,3,lunes,3,contenido,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,3,miercoles,4,contenido,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,4,lunes,4,contenido,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,4,miercoles,5,contenido,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,5,lunes,0,repaso,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,5,miercoles,0,evaluacion,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,6,lunes,0,evaluacion,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,6,miercoles,6,contenido,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,7,lunes,7,contenido,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,7,miercoles,7,contenido,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,8,lunes,8,contenido,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,8,miercoles,9,contenido,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,9,lunes,0,repaso,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,9,miercoles,0,evaluacion,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,10,lunes,10,contenido,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,10,miercoles,10,contenido,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,11,lunes,0,evaluacion,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,11,miercoles,0,sin_clase,,1
2,anon_119,Algoritmos y Programación,2526-3,1,12,lunes,0,evaluacion,0,1
2,anon_119,Algoritmos y Programación,2526-3,1,12,miercoles,0,administrativa,0,1
3,anon_120,Algoritmos y Programación,2526-3,1,1,lunes,1,contenido,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,1,miercoles,1,contenido,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,2,lunes,2,contenido,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,2,miercoles,2,contenido,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,3,lunes,3,contenido,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,3,miercoles,4,contenido,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,4,lunes,4,contenido,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,4,miercoles,5,contenido,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,5,lunes,0,repaso,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,5,miercoles,0,evaluacion,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,6,lunes,0,evaluacion,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,6,miercoles,6,contenido,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,7,lunes,7,contenido,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,7,miercoles,7,contenido,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,8,lunes,8,contenido,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,8,miercoles,9,contenido,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,9,lunes,0,repaso,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,9,miercoles,0,evaluacion,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,10,lunes,10,contenido,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,10,miercoles,10,contenido,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,11,lunes,0,evaluacion,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,11,miercoles,0,sin_clase,,3
3,anon_120,Algoritmos y Programación,2526-3,1,12,lunes,0,evaluacion,0,3
3,anon_120,Algoritmos y Programación,2526-3,1,12,miercoles,0,administrativa,0,3
4,anon_121,Algoritmos y Programación,2526-3,1,1,lunes,1,contenido,0,1
4,anon_121,Algoritmos y Programación,2526-3,1,1,miercoles,1,contenido,0,1
4,anon_121,Algoritmos y Programación,2526-3,1,2,lunes,2,contenido,0,1
4,anon_121,Algoritmos y Programación,2526-3,1,2,miercoles,2,contenido,0,1
4,anon_121,Algoritmos y Programación,2526-3,1,3,lunes,3,contenido,0,1
4,anon_121,Algoritmos y Programación,2526-3,1,3,miercoles,4,contenido,0,1
4,anon_121,Algoritmos y Programación,2526-3,1,4,lunes,4,contenido,0,1
4,anon_121,Algoritmos y Programación,2526-3,1,4,miercoles,5,contenido,0,1
4,anon_121,Algoritmos y Programación,2526-3,1,5,lunes,0,repaso,0,1
4,anon_121,Algoritmos y Programación,2526-3,1,5,miercoles,0,evaluacion,0,1
4,anon_121,Algoritmos y Programación,2526-3,1,6,lunes,0,evaluacion,0,1
4,anon_121,Algoritmos y Programación,2526-3,1,6,miercoles,6,contenido,0,1
4,anon_121,Algoritmos y Programación,2526-3,1,7,lunes,7,contenido,0,1
4,anon_121,Algoritmos y Programación,2526-3,1,7,miercoles,7,contenido,0,1
4,anon_121,Algoritmos y Programación,2526-3,1,8,lunes,8,contenido,0,1
4,anon_121,Algoritmos y Programación,2526-3,1,8,miercoles,9,contenido,0,1
4,anon_121,Algoritmos y Programación,2526-3,1,9,lunes,0,repaso,2,1
4,anon_121,Algoritmos y Programación,2526-3,1,9,miercoles,0,evaluacion,0,1
4,anon_121,Algoritmos y Programación,2526-3,1,10,lunes,10,contenido,0,1
4,anon_121,Algoritmos y Programación,2526-3,1,10,miercoles,10,contenido,0,1
4,anon_121,Algoritmos y Programación,2526-3,1,11,lunes,0,evaluacion,0,1
4,anon_121,Algoritmos y Programación,2526-3,1,11,miercoles,0,sin_clase,,1
4,anon_121,Algoritmos y Programación,2526-3,1,12,lunes,0,evaluacion,0,1
4,anon_121,Algoritmos y Programación,2526-3,1,12,miercoles,0,administrativa,0,1
5,anon_122,Algoritmos y Programación,2526-3,1,1,lunes,1,contenido,0,1
5,anon_122,Algoritmos y Programación,2526-3,1,1,miercoles,1,contenido,1,1
5,anon_122,Algoritmos y Programación,2526-3,1,2,lunes,2,contenido,1,1
5,anon_122,Algoritmos y Programación,2526-3,1,2,miercoles,2,contenido,0,1
5,anon_122,Algoritmos y Programación,2526-3,1,3,lunes,3,contenido,0,1
5,anon_122,Algoritmos y Programación,2526-3,1,3,miercoles,4,contenido,0,1
5,anon_122,Algoritmos y Programación,2526-3,1,4,lunes,4,contenido,0,1
5,anon_122,Algoritmos y Programación,2526-3,1,4,miercoles,5,contenido,0,1
5,anon_122,Algoritmos y Programación,2526-3,1,5,lunes,0,repaso,0,1
5,anon_122,Algoritmos y Programación,2526-3,1,5,miercoles,0,evaluacion,0,1
5,anon_122,Algoritmos y Programación,2526-3,1,6,lunes,0,evaluacion,0,1
5,anon_122,Algoritmos y Programación,2526-3,1,6,miercoles,6,contenido,0,1
5,anon_122,Algoritmos y Programación,2526-3,1,7,lunes,7,contenido,0,1
5,anon_122,Algoritmos y Programación,2526-3,1,7,miercoles,7,contenido,0,1
5,anon_122,Algoritmos y Programación,2526-3,1,8,lunes,8,contenido,0,1
5,anon_122,Algoritmos y Programación,2526-3,1,8,miercoles,9,contenido,0,1
5,anon_122,Algoritmos y Programación,2526-3,1,9,lunes,0,repaso,2,1
5,anon_122,Algoritmos y Programación,2526-3,1,9,miercoles,0,evaluacion,0,1
5,anon_122,Algoritmos y Programación,2526-3,1,10,lunes,10,contenido,0,1
5,anon_122,Algoritmos y Programación,2526-3,1,10,miercoles,10,contenido,1,1
5,anon_122,Algoritmos y Programación,2526-3,1,11,lunes,0,evaluacion,0,1
5,anon_122,Algoritmos y Programación,2526-3,1,11,miercoles,0,sin_clase,,1
5,anon_122,Algoritmos y Programación,2526-3,1,12,lunes,0,evaluacion,0,1
5,anon_122,Algoritmos y Programación,2526-3,1,12,miercoles,0,administrativa,0,1
6,anon_123,Algoritmos y Programación,2526-3,1,1,lunes,1,contenido,0,1
6,anon_123,Algoritmos y Programación,2526-3,1,1,miercoles,1,contenido,0,1
6,anon_123,Algoritmos y Programación,2526-3,1,2,lunes,2,contenido,1,1
6,anon_123,Algoritmos y Programación,2526-3,1,2,miercoles,2,contenido,0,1
6,anon_123,Algoritmos y Programación,2526-3,1,3,lunes,3,contenido,0,1
6,anon_123,Algoritmos y Programación,2526-3,1,3,miercoles,4,contenido,0,1
6,anon_123,Algoritmos y Programación,2526-3,1,4,lunes,4,contenido,0,1
6,anon_123,Algoritmos y Programación,2526-3,1,4,miercoles,5,contenido,0,1
6,anon_123,Algoritmos y Programación,2526-3,1,5,lunes,0,repaso,0,1
6,anon_123,Algoritmos y Programación,2526-3,1,5,miercoles,0,evaluacion,0,1
6,anon_123,Algoritmos y Programación,2526-3,1,6,lunes,0,evaluacion,0,1
6,anon_123,Algoritmos y Programación,2526-3,1,6,miercoles,6,contenido,0,1
6,anon_123,Algoritmos y Programación,2526-3,1,7,lunes,7,contenido,0,1
6,anon_123,Algoritmos y Programación,2526-3,1,7,miercoles,7,contenido,0,1
6,anon_123,Algoritmos y Programación,2526-3,1,8,lunes,8,contenido,1,1
6,anon_123,Algoritmos y Programación,2526-3,1,8,miercoles,9,contenido,0,1
6,anon_123,Algoritmos y Programación,2526-3,1,9,lunes,0,repaso,2,1
6,anon_123,Algoritmos y Programación,2526-3,1,9,miercoles,0,evaluacion,0,1
6,anon_123,Algoritmos y Programación,2526-3,1,10,lunes,10,contenido,0,1
6,anon_123,Algoritmos y Programación,2526-3,1,10,miercoles,10,contenido,0,1
6,anon_123,Algoritmos y Programación,2526-3,1,11,lunes,0,evaluacion,0,1
6,anon_123,Algoritmos y Programación,2526-3,1,11,miercoles,0,sin_clase,,1
6,anon_123,Algoritmos y Programación,2526-3,1,12,lunes,0,evaluacion,0,1
6,anon_123,Algoritmos y Programación,2526-3,1,12,miercoles,0,administrativa,0,1
7,anon_124,Algoritmos y Programación,2526-3,1,1,lunes,1,contenido,1,1
7,anon_124,Algoritmos y Programación,2526-3,1,1,miercoles,1,contenido,0,1
7,anon_124,Algoritmos y Programación,2526-3,1,2,lunes,2,contenido,0,1
7,anon_124,Algoritmos y Programación,2526-3,1,2,miercoles,2,contenido,0,1
7,anon_124,Algoritmos y Programación,2526-3,1,3,lunes,3,contenido,0,1
7,anon_124,Algoritmos y Programación,2526-3,1,3,miercoles,4,contenido,0,1
7,anon_124,Algoritmos y Programación,2526-3,1,4,lunes,4,contenido,0,1
7,anon_124,Algoritmos y Programación,2526-3,1,4,miercoles,5,contenido,0,1
7,anon_124,Algoritmos y Programación,2526-3,1,5,lunes,0,repaso,0,1
7,anon_124,Algoritmos y Programación,2526-3,1,5,miercoles,0,evaluacion,0,1
7,anon_124,Algoritmos y Programación,2526-3,1,6,lunes,0,evaluacion,0,1
7,anon_124,Algoritmos y Programación,2526-3,1,6,miercoles,6,contenido,0,1
7,anon_124,Algoritmos y Programación,2526-3,1,7,lunes,7,contenido,0,1
7,anon_124,Algoritmos y Programación,2526-3,1,7,miercoles,7,contenido,0,1
7,anon_124,Algoritmos y Programación,2526-3,1,8,lunes,8,contenido,0,1
7,anon_124,Algoritmos y Programación,2526-3,1,8,miercoles,9,contenido,0,1
7,anon_124,Algoritmos y Programación,2526-3,1,9,lunes,0,repaso,2,1
7,anon_124,Algoritmos y Programación,2526-3,1,9,miercoles,0,evaluacion,0,1
7,anon_124,Algoritmos y Programación,2526-3,1,10,lunes,10,contenido,0,1
7,anon_124,Algoritmos y Programación,2526-3,1,10,miercoles,10,contenido,0,1
7,anon_124,Algoritmos y Programación,2526-3,1,11,lunes,0,evaluacion,0,1
7,anon_124,Algoritmos y Programación,2526-3,1,11,miercoles,0,sin_clase,,1
7,anon_124,Algoritmos y Programación,2526-3,1,12,lunes,0,evaluacion,0,1
7,anon_124,Algoritmos y Programación,2526-3,1,12,miercoles,0,administrativa,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,1,lunes,1,contenido,1,1
8,anon_125,Algoritmos y Programación,2526-3,1,1,miercoles,1,contenido,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,2,lunes,2,contenido,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,2,miercoles,2,contenido,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,3,lunes,3,contenido,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,3,miercoles,4,contenido,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,4,lunes,4,contenido,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,4,miercoles,5,contenido,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,5,lunes,0,repaso,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,5,miercoles,0,evaluacion,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,6,lunes,0,evaluacion,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,6,miercoles,6,contenido,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,7,lunes,7,contenido,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,7,miercoles,7,contenido,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,8,lunes,8,contenido,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,8,miercoles,9,contenido,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,9,lunes,0,repaso,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,9,miercoles,0,evaluacion,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,10,lunes,10,contenido,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,10,miercoles,10,contenido,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,11,lunes,0,evaluacion,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,11,miercoles,0,sin_clase,,1
8,anon_125,Algoritmos y Programación,2526-3,1,12,lunes,0,evaluacion,0,1
8,anon_125,Algoritmos y Programación,2526-3,1,12,miercoles,0,administrativa,0,1
9,anon_126,Algoritmos y Programación,2526-3,1,1,lunes,1,contenido,1,1
9,anon_126,Algoritmos y Programación,2526-3,1,1,miercoles,1,contenido,0,1
9,anon_126,Algoritmos y Programación,2526-3,1,2,lunes,2,contenido,0,1
9,anon_126,Algoritmos y Programación,2526-3,1,2,miercoles,2,contenido,0,1
9,anon_126,Algoritmos y Programación,2526-3,1,3,lunes,3,contenido,0,1
9,anon_126,Algoritmos y Programación,2526-3,1,3,miercoles,4,contenido,0,1
9,anon_126,Algoritmos y Programación,2526-3,1,4,lunes,4,contenido,0,1
9,anon_126,Algoritmos y Programación,2526-3,1,4,miercoles,5,contenido,0,1
9,anon_126,Algoritmos y Programación,2526-3,1,5,lunes,0,repaso,0,1
9,anon_126,Algoritmos y Programación,2526-3,1,5,miercoles,0,evaluacion,0,1
9,anon_126,Algoritmos y Programación,2526-3,1,6,lunes,0,evaluacion,0,1
9,anon_126,Algoritmos y Programación,2526-3,1,6,miercoles,6,contenido,0,1
9,anon_126,Algoritmos y Programación,2526-3,1,7,lunes,7,contenido,0,1
9,anon_126,Algoritmos y Programación,2526-3,1,7,miercoles,7,contenido,1,1
